Community	Target(unknown)	Annotated	Functions
C0	Zm00001eb369540	Known	cytosol.regulation of DNA-templated transcription.nucleus.transition metal ion transport.cytokinin-activated signaling pathway.protein serine/threonine kinase activity.binding.response to arsenic-containing substance.protein phosphorylation.DNA-templated transcription.Unknown.intracellular signal transduction
C0	Zm00001eb435620		
C0	Zm00001eb314900	Known	electron transfer activity.response to red light.biological regulation.(+)-abscisic acid 8'-hydroxylase activity.release of seed from dormancy.defense response to fungus.Unknown.iron ion binding.abscisic acid catabolic process.heme binding.membrane
C0	Zm00001eb255940		
C0	Zm00001eb025030	Known	unsaturated fatty acid biosynthetic process.anatomical structure formation involved in morphogenesis.Unknown.animal organ morphogenesis.secondary metabolic process.leaf morphogenesis.chloroplast.shikimate metabolic process.nucleotide metabolic process.positive regulation of DNA-templated transcription.cell wall modification.iron-sulfur cluster assembly.cell differentiation.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.phosphorylation.shikimate kinase activity.aromatic amino acid family biosynthetic process.magnesium ion binding.Unknown.lipoate metabolic process.glycine catabolic process.photosystem II assembly.cysteine biosynthetic process.chlorophyll biosynthetic process.vitamin metabolic process.jasmonic acid biosynthetic process
C0	Zm00001eb245650	Zm00001eb366040	
C0	Zm00001eb380050	Zm00001eb042550.Zm00001eb008850.Zm00001eb237270.Zm00001eb079820	response to light intensity.response to stimulus.catalytic activity.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function
C0	Zm00001eb065780	Known	cellular process.chloroplast membrane.proton transmembrane transport.potassium:proton antiporter activity.membrane.potassium ion transport
C0	Zm00001eb437240		
C0	Zm00001eb121180	Zm00001eb268750.Zm00001eb235880.Zm00001eb376670.Zm00001eb210720.Zm00001eb403050.Zm00001eb258170.Zm00001eb372410	response to topologically incorrect protein.proteasome assembly.response to misfolded protein.protein-containing complex.intracellular protein-containing complex.modification-dependent macromolecule catabolic process.ubiquitin-dependent protein catabolic process.modification-dependent protein catabolic process.proteolysis involved in protein catabolic process.catalytic complex
C0	Zm00001eb354070	Zm00001eb354060.Zm00001eb076160	
C0	Zm00001eb417120	Zm00001eb038930	
C0	Zm00001eb158750		
C0	Zm00001eb292510	Zm00001eb101130.Zm00001eb133840.Zm00001eb237270.Zm00001eb421060.Zm00001eb079820	lipid metabolic process.membrane.primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.plastid inner membrane
C0	Zm00001eb162410	Known	synapse.cell cycle process.regulation of chemotaxis.protein ubiquitination.chromosome organization.cell surface.proteasome binding.cysteine-type deubiquitinase activity.positive regulation of DNA-templated transcription.plasma membrane.protein deneddylation.metabolic process.endopeptidase inhibitor activity.thiolester hydrolase activity.proteasome complex.chemical synaptic transmission.nucleus.negative regulation of endopeptidase activity.calmodulin binding.protein deubiquitination.regulation of behavior.transmission of nerve impulse.cytoplasmic vesicle.plasmodesma.mitotic G2 phase.post-translational protein modification.regulation of proteasomal protein catabolic process.mitotic cell cycle.Unknown.ubiquitin-dependent protein catabolic process.photomorphogenesis.membrane
C0	Zm00001eb334740	Known	rRNA processing.unsaturated fatty acid biosynthetic process.glucosinolate biosynthetic process.cytosolic ribosome.response to cadmium ion.anatomical structure formation involved in morphogenesis.Unknown.animal organ morphogenesis.leaf morphogenesis.response to blue light.response to abscisic acid.copper ion binding.plastoglobule.response to karrikin.Unknown.thylakoid membrane organization.PSII associated light-harvesting complex II catabolic process.response to far red light.response to salt stress.positive regulation of DNA-templated transcription.plasma membrane.chloroplast thylakoid.glycoside biosynthetic process.fructose-bisphosphate aldolase activity.cell differentiation.glucose catabolic process.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.cellular response to hydrogen peroxide.chloroplast relocation.nucleolus.glycolytic process.jasmonic acid biosynthetic process.hydrogen peroxide catabolic process.chloroplast envelope.starch biosynthetic process.cell wall.aromatic amino acid family biosynthetic process.response to red light.NADPH regeneration.lipoate metabolic process.glycine catabolic process.mitochondrial envelope.photosystem II assembly.cysteine biosynthetic process.chlorophyll biosynthetic process.pentose-phosphate shunt.gluconeogenesis.vitamin metabolic process.apoplast.thylakoid lumen
C0	Zm00001eb275230	Zm00001eb268750.Zm00001eb205500	
C0	Zm00001eb075360		
C0	Zm00001eb239990	Zm00001eb047780.Zm00001eb356910.Zm00001eb067710.Zm00001eb332050.Zm00001eb000850.Zm00001eb321030.Zm00001eb111510	response to stimulus.catalytic activity.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.response to wounding.small molecule biosynthetic process.primary metabolic process
C0	Zm00001eb017790	Zm00001eb394190.Zm00001eb209360.Zm00001eb140160.Zm00001eb052650	regulation of biological process.macromolecule metabolic process.catalytic activity.biological regulation.primary metabolic process.phosphate-containing compound metabolic process.phosphorus metabolic process.metabolic process.protein metabolic process.rRNA metabolic process
C0	Zm00001eb218440	Known	nicotianamine biosynthetic process.iron ion transport.amino acid metabolic process.monocarboxylic acid biosynthetic process.nicotianamine synthase activity.modified amino acid metabolic process.ketone metabolic process
C0	Zm00001eb360230	Zm00001eb172140.Zm00001eb056340.Zm00001eb084350.Zm00001eb375110.Zm00001eb052650	plastid.catalytic activity.primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.chloroplast
C0	Zm00001eb064540	Known	nucleotide binding.membrane.biological regulation.response to stimulus.chloroplast.nucleic acid metabolic process.Unknown.nucleic acid binding.Unknown
C0	Zm00001eb307010	Known	Ino80 complex.biological regulation.pyridoxal phosphate binding.transaminase activity.arginine metabolic process.DNA-templated transcription
C0	Zm00001eb155400	Zm00001eb155410.Zm00001eb026440.Zm00001eb148380.Zm00001eb347090.Zm00001eb074280	cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.biosynthetic process.regulation of biological process
C0	Zm00001eb182560	Known	mitotic M phase.primary metabolic process.intracellular transport.negative regulation of organelle organization.regulation of mitotic cell cycle.cell cycle process.organelle organization.ribosome biogenesis.response to stress.binding
C0	Zm00001eb003210	Known	regulation of macromolecule biosynthetic process.nucleus.response to light stimulus.regulation of flower development.regulation of nucleobase-containing compound metabolic process.DNA-templated transcription.regulation of gene expression
C0	Zm00001eb105260	Zm00001eb435650	
C0	Zm00001eb064090	Zm00001eb079420.Zm00001eb394530	
C0	Zm00001eb406020	Zm00001eb397520.Zm00001eb025140	photorespiration.metabolic compound salvage.plastid organization.plastid membrane.transmembrane transporter activity.transporter activity
C0	Zm00001eb435180	Zm00001eb435650	
C0	Zm00001eb439970	Zm00001eb353810.Zm00001eb421060	
C0	Zm00001eb082160	Known	endoplasmic reticulum.regulation of telomere maintenance.binding.regulation of T cell differentiation in thymus.macropinocytosis.cell differentiation.positive regulation of biological process.meiotic DNA double-strand break formation.reciprocal meiotic recombination.Unknown.Unknown.response to gamma radiation.telomere maintenance in response to DNA damage.multicellular organism development.external side of plasma membrane.plasma membrane.sister chromatid cohesion.meiotic M phase.homologous chromosome pairing at meiosis
C0	Zm00001eb081330	Known	abscisic acid-activated signaling pathway.hyperosmotic salinity response.response to auxin.response to ethylene.protein ubiquitination.response to nitrate.ER-nucleus signaling pathway.plasma membrane.response to water deprivation.response to chitin.nitrate transmembrane transport.response to jasmonic acid.respiratory burst involved in defense response.ubiquitin protein ligase activity.cellular response to nitrogen levels.response to L-ascorbic acid.response to wounding.intracellular signal transduction.proteasome-mediated ubiquitin-dependent protein catabolic process.Unknown.zinc ion binding.response to light stimulus.endoplasmic reticulum unfolded protein response.defense response to bacterium.ethylene biosynthetic process.intracellular anatomical structure.membrane
C0	Zm00001eb403050	Known	response to misfolded protein.cell cycle process.cytosolic ribosome.response to cadmium ion.fatty acid beta-oxidation.response to salt stress.biological regulation.plasma membrane.protein deneddylation.glucose catabolic process.Unknown.nucleus.proteasome assembly.glycolytic process.mitotic G2 phase.proteasome core complex, alpha-subunit complex.proteasome-mediated ubiquitin-dependent protein catabolic process.mitotic cell cycle.gluconeogenesis.threonine-type endopeptidase activity.photomorphogenesis.vacuolar membrane
C0	Zm00001eb032640	Known	Unknown.Unknown.magnesium ion binding.chloroplast stroma.macromolecule biosynthetic process.photosynthesis.dephosphorylation.protein metabolic process.Unknown.gene expression.phosphatase activity
C0	Zm00001eb205210	Known	unsaturated fatty acid biosynthetic process.glucosinolate biosynthetic process.sterol metabolic process.monooxygenase activity.heme binding.plastoglobule.electron transfer activity.oxylipin biosynthetic process.response to carbohydrate.glycoside biosynthetic process.response to chitin.Unknown.regulation of lipid metabolic process.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.mitochondrion.chlorophyll metabolic process.regulation of hydrogen peroxide metabolic process.regulation of plant-type hypersensitive response.chloroplast thylakoid membrane.protein targeting to membrane.defense response to fungus.epoxygenase P450 pathway.negative regulation of defense response.indoleacetic acid biosynthetic process.jasmonic acid mediated signaling pathway.MAPK cascade.detection of biotic stimulus.chloroplast envelope.Unknown.L-tryptophan catabolic process.defense response to bacterium.response to light stimulus.lipoate metabolic process.glycine catabolic process.Unknown.iron ion binding.oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen.allene oxide synthase activity.salicylic acid biosynthetic process.regulation of response to biotic stimulus.response to wounding.systemic acquired resistance, salicylic acid mediated signaling pathway.allene oxide synthase activity.jasmonic acid biosynthetic process
