name	full_name	type	species	synonyms
GRMZM2G380227	 	Gene	Zea mays ssp. mays	{"GRMZM2G380227","probable receptor-like protein kinase At5g15080-like","Serine/threonine-protein kinase (SIK: salt-inducible kinase)"}
GRMZM2G380247	 	Gene	Zea mays ssp. mays	{"peroxidase 4-like","peroxidase 52","ZmPRX106","ZmPRX75"}
GRMZM2G380414	 	Gene	Zea mays ssp. mays	{"GRMZM2G380414","Ultraviolet-B-repressible protein"}
GRMZM2G380561	 	Gene	Zea mays ssp. mays	{"GH17A1","GRMZM2G380561","putative O-Glycosyl hydrolase superfamily protein"}
GRMZM2G382077	 	Gene	Zea mays ssp. mays	{"putative serine/threonine-protein phosphatase PP2A-4 catalytic subunit","putative serine/threonine protein phosphatase superfamily protein","ZmPP17"}
GRMZM2G382379	 	Gene	Zea mays ssp. mays	{"peroxidase 68","ZmPRX64","ZmPRX98"}
GRMZM2G382785	 	Gene	Zea mays ssp. mays	{"catechol glucoside acetyltransferase (CAG1)","GRMZM2G382785","Malonyl-CoA:anthocyanidin 5-O-glucoside-6''-O-malonyltransferase","Phenolic glucoside malonyltransferase 1","Phenolic Glucoside Malonyltransferase 2","ZmPGMT1"}
GRMZM2G383125	 	Gene	Zea mays ssp. mays	{"MYB family member"}
GRMZM2G383817	 	Gene	Zea mays ssp. mays	{"protein with an NDR domain"}
GRMZM2G386138	 	Gene	Zea mays ssp. mays	{"Cupin domain containing protein","germin-like protein 9-3","GRMZM2G386138"}
GRMZM2G387760	 	Gene	Zea mays ssp. mays	{"protein GRAVITROPIC IN THE LIGHT 1","putative domain of unknown function (DUF641) containing family protein","sec1/munc18-like (SM) proteins superfamily"}
GRMZM2G391684	 	Gene	Zea mays ssp. mays	{"probable acyl-activating enzyme 5, peroxisomal"}
GRMZM2G391746	 	Gene	Zea mays ssp. mays	{"clavata3/esr-related19A","clavata (CLV)","embryo-surrounding region (ESR)","GRMZM2G391746","ZmCLE19A"}
GRMZM2G397055	 	Gene	Zea mays ssp. mays	{"alcohol dehydrogenase-like 7","GRMZM2G397055"}
GRMZM2G398807	 	Gene	Zea mays ssp. mays	{"cortical cell-delineating protein"}
GRMZM2G398848	 	Gene	Zea mays ssp. mays	{"F-box protein FBX14","GRMZM2G398848"}
GRMZM2G398996	 	Gene	Zea mays ssp. mays	{"gibberellin receptor GID1-like 2 ortholog","GRMZM2G398996","probable carboxylesterase 15"}
GRMZM2G399313	 	Gene	Zea mays ssp. mays	{"FK506-binding protein 39 kDa","peptidyl-prolyl cis-trans isomerase FKBP43-like","putative FKBP-type peptidyl-prolyl cis-trans isomerase family protein","ZmFKBP53b"}
GRMZM2G399970	 	Gene	Zea mays ssp. mays	{"alpha/beta-Hydrolases superfamily protein","strigolactone esterase D14"}
GRMZM2G400533	 	Gene	Zea mays ssp. mays	{"ABC transporter G family member 37","ABC transporter G family member 40","pleiotropic drug resistance protein 4","ZmSLT1 (strigolactones transporter)"}
GRMZM2G402039	 	Gene	Zea mays ssp. mays	{"AAPT","choline/ethanolaminephosphotransferase 1","choline/ethanolaminephosphotransferase 2"}
GRMZM2G404453	 	Gene	Zea mays ssp. mays	{"ethylene-responsive transcription factor ERF036","GRMZM2G404453"}
GRMZM2G404676	 	Gene	Zea mays ssp. mays	{"peroxidase 1","ZmPRX84"}
GRMZM2G404922	 	Gene	Zea mays ssp. mays	{"putative HLH DNA-binding domain superfamily protein","transcription factor bHLH155","transcription factor EMB1444","ZmbHLH147"}
GRMZM2G404929	 	Gene	Zea mays ssp. mays	{"GRMZM2G404929","serine carboxypeptidase-like 40"}
GRMZM2G405592	 	Gene	Zea mays ssp. mays	{"GRMZM2G405592"}
GRMZM2G406715	 	Gene	Zea mays ssp. mays	{"GRMZM2G406715","ZmOrphan349 "}
GRMZM2G407740	 	Gene	Zea mays ssp. mays	{"pco080795","peroxidase 72-like","ZmPRX118","ZmPRX88"}
GRMZM2G412760	 	Gene	Zea mays ssp. mays	{"GRMZM2G412760","LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.1","PR5-like receptor kinase","ZmPSTOL3.04 (phosphorus-starvation tolerance ortholog)"}
GRMZM2G413193	 	Gene	Zea mays ssp. mays	{"splicing factor U1C (ZmU1Ca)","U1 small nuclear ribonucleoprotein C-1","WW domain-binding protein 11"}
GRMZM2G413897	 	Gene	Zea mays ssp. mays	{"16.9 kDa class I heat shock protein 2","class I heat shock protein 2","HSP20-13","ZmHSP17.4A"}
GRMZM2G414002	 	Gene	Zea mays ssp. mays	{"A0A1D6F098_MAIZE","formin-like protein 20","formin-like protein 5","GRMZM2G414002"}
GRMZM2G414537	 	Gene	Zea mays ssp. mays	{"OSJNBa0072F16.18-like protein"}
GRMZM2G414660	 	Gene	Zea mays ssp. mays	{"GRMZM2G414660","photosystem II reaction center protein Z","ZmPsbZ (PSII PsbZ), PSII PspZ, PSII PsZ,"}
GRMZM2G414935	 	Gene	Zea mays ssp. mays	{""}
GRMZM2G415529	 	Gene	Zea mays ssp. mays	{"ABC transporter G family member 43","GRMZM2G415529","ZmRoot-As"}
GRMZM2G416184	 	Gene	Zea mays ssp. mays	{"BTB/POZ domain-containing protein NPY1","GRMZM2G416184","ZmOrphan192 "}
GRMZM2G418415	 	Gene	Zea mays ssp. mays	{"ZmCSE"}
GRMZM2G419953	 	Gene	Zea mays ssp. mays	{"peroxidase 3","peroxidase 39","ZmPRX35","ZmPRX45"}
GRMZM2G420571	 	Gene	Zea mays ssp. mays	{"GRMZM2G420571","MIR172cHG"}
GRMZM2G422090	 	Gene	Zea mays ssp. mays	{"GRMZM2G422090","probable GTP-binding protein OBGM, mitochondrial"}
GRMZM2G423617	 	Gene	Zea mays ssp. mays	{"clavata3/esr-related10A","clavata (CLV)","embryo-surrounding region (ESR)","GRMZM2G423617","ZmCLE10A"}
GRMZM2G423975	 	Gene	Zea mays ssp. mays	{"dirigent protein","ZmDIR53"}
GRMZM2G425545	 	Gene	Zea mays ssp. mays	{"GRMZM2G425545"}
GRMZM2G425683	 	Gene	Zea mays ssp. mays	{"major facilitator superfamily protein","ZmMFS_1-119"}
GRMZM2G426213	 	Gene	Zea mays ssp. mays	{"G domain-containing protein"}
GRMZM2G426336	 	Gene	Zea mays ssp. mays	{"GRMZM2G426336"}
GRMZM2G426556	 	Gene	Zea mays ssp. mays	{"phospholipase A I"}
GRMZM2G426802	 	Gene	Zea mays ssp. mays	{"GRMZM2G426802","signal transducer"}
GRMZM2G427603	 	Gene	Zea mays ssp. mays	{"clavata3/esr-related19B","clavata (CLV)","embryo-surrounding region (ESR)","GRMZM2G427603","ZmCLE19B"}
GRMZM2G429118	 	Gene	Zea mays ssp. mays	{"protein capI"}
GRMZM2G430500	 	Gene	Zea mays ssp. mays	{"antimicrobial peptide 1-like","GRMZM2G430500"}
GRMZM2G434669	 	Gene	Zea mays ssp. mays	{"OJ000126_13.10 protein"}
GRMZM2G435001	 	Gene	Zea mays ssp. mays	{"putative HLH DNA-binding domain superfamily protein","transcription factor IBH1-like 1"}
GRMZM2G436226	 	Gene	Zea mays ssp. mays	{"zinc finger CCCH domain-containing protein 19","ZmBAF60_19"}
GRMZM2G436710	 	Gene	Zea mays ssp. mays	{"GRMZM2G148998","Thylakoid lumenal 17.4 kDa protein chloroplastic"}
GRMZM2G438129	 	Gene	Zea mays ssp. mays	{"peroxidase 11-like","ZmPRX107"}
GRMZM2G443885	 	Gene	Zea mays ssp. mays	{"peroxidase 2","ZmPRX15","ZmPRX30"}
GRMZM2G443953	 	Gene	Zea mays ssp. mays	{"coatomer subunit beta'-3","putative coatomer beta subunit family protein"}
GRMZM2G444567	 	Gene	Zea mays ssp. mays	{"Zm00001eb335120"}
GRMZM2G445169	 	Gene	Zea mays ssp. mays	{"alpha-expansin 4","alpha-expansin 6","expA4","expansin-A6"}
GRMZM2G448051	 	Gene	Zea mays ssp. mays	{"peroxidase 1","ZmPRX119","ZmPRX89"}
GRMZM2G448672	 	Gene	Zea mays ssp. mays	{"GRMZM2G448672","LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.1","WAK-RLK gene","ZmPSTOL3.06 (phosphorus-starvation tolerance ortholog)"}
GRMZM2G450866	 	Gene	Zea mays ssp. mays	{"antimicrobial peptide","DUF594 pseudogene","GRMZM2G450866"}
GRMZM2G451097	 	Gene	Zea mays ssp. mays	{"peroxidase 2-like","peroxidase 64","putative class III secretory plant peroxidase family protein","ZmPRX86"}
GRMZM2G453320	 	Gene	Zea mays ssp. mays	{"GRMZM2G453320","nitrate and chloride transporter"}
GRMZM2G454022	 	Gene	Zea mays ssp. mays	{"putative HLH DNA-binding domain superfamily protein","ZmbHLH166"}
GRMZM2G455676	 	Gene	Zea mays ssp. mays	{"GRMZM2G455676","photosystem II reaction center PSB28 protein, chloroplastic","Psb28"}
GRMZM2G456059	 	Gene	Zea mays ssp. mays	{"putative LSTK-1-like/NimA-related protein kinase family protein","serine/threonine-protein kinase Nek1","serine/threonine-protein kinase Nek3"}
GRMZM2G457624	 	Gene	Zea mays ssp. mays	{"GRMZM2G457624","ZmOrphan209 "}
GRMZM2G459896	 	Gene	Zea mays ssp. mays	{"gamma-glutamylcysteine synthetase (γ-GCS)","Glutamate--cysteine ligase"}
GRMZM2G460472	 	Gene	Zea mays ssp. mays	{"putative HLH DNA-binding domain superfamily protein","transcription factor LHW","ZmbHLH48"}
GRMZM2G464985	 	Gene	Zea mays ssp. mays	{"GRMZM2G464985","putative protein kinase superfamily protein"}
GRMZM2G465723	 	Gene	Zea mays ssp. mays	{"HSP20-9","hsp20/alpha crystallin family protein"}
GRMZM2G465999	 	Gene	Zea mays ssp. mays	{"GRMZM2G465999","G-type lectin S-receptor-like serine/threonine-protein kinase B120","putative S-locus receptor-like protein kinase family protein","ZmLecRLK2"}
GRMZM2G466532	 	Gene	Zea mays ssp. mays	{"transcription initiation factor TFIID subunit 4-like","ZmCLE2-1"}
GRMZM2G466563	 	Gene	Zea mays ssp. mays	{"GRMZM2G466563","Protein SAR DEFICIENT 1","SARD1"}
GRMZM2G468657	 	Gene	Zea mays ssp. mays	{"aspartic proteinase nepenthesin-1"}
GRMZM2G469224	 	Gene	Zea mays ssp. mays	{"protein FAF-like, chloroplastic","ZmEAR1b (Enhancer of ABA co-Receptor 1 ortholog)"}
GRMZM2G470524	 	Gene	Zea mays ssp. mays	{"7-deoxyloganetin glucosyltransferase","UDP-glycosyltransferase 85A7"}
GRMZM2G470882	 	Gene	Zea mays ssp. mays	{"GRMZM2G470882","ZmMYBR105"}
GRMZM2G470914	 	Gene	Zea mays ssp. mays	{"GRMZM2G470914","receptor-like serine/threonine-protein kinase ALE2"}
GRMZM2G476902	 	Gene	Zea mays ssp. mays	{"armadillo repeat protein","U-box domain-containing protein 4-like"}
GRMZM2G480050	 	Gene	Zea mays ssp. mays	{"clavata3/esr-related4C","clavata (CLV)","embryo-surrounding region (ESR)","GRMZM2G480050","ZmCLE4C"}
GRMZM2G481605	 	Gene	Zea mays ssp. mays	{"17.4 kDa class I heat shock protein 3","17.8 kDa heat shock protein-like","class I heat shock protein 3","HSP20-15, HSP20-16","ZmHSP16.7"}
GRMZM2G488001	 	Gene	Zea mays ssp. mays	{"2G488001","GRMZM2G488001"}
GRMZM2G488458	 	Gene	Zea mays ssp. mays	{"FK506 binding protein","peptidyl-prolyl cis-trans isomerase","putative FKBP-type peptidyl-prolyl cis-trans isomerase family protein","ZmFKBP20-2"}
GRMZM2G497710	 	Gene	Zea mays ssp. mays	{"GRMZM2G497710","LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.1"}
GRMZM2G500141	 	Gene	Zea mays ssp. mays	{"GRMZM2G500141"}
GRMZM2G502467	 	Gene	Zea mays ssp. mays	{"GRMZM2G502467"}
GRMZM2G504910	 	Gene	Zea mays ssp. mays	{""}
GRMZM2G506660	 	Gene	Zea mays ssp. mays	{"ATP binding protein","GRMZM2G506660","TKL_IRAK_CrRLK1L-1.16-like protein"}
GRMZM2G509876	 	Gene	Zea mays ssp. mays	{"proteasomal ubiquitin receptor ADRM1-like"}
GRMZM2G512113	 	Gene	Zea mays ssp. mays	{"GRMZM2G512113","TAS3i"}
GRMZM2G532387	 	Gene	Zea mays ssp. mays	{""}
GRMZM2G544441	 	Gene	Zea mays ssp. mays	{"GRMZM2G544441","ZmOrphan116"}
GRMZM2G565441	 	Gene	Zea mays ssp. mays	{"GRMZM2G565441"}
GRMZM2G574383	 	Gene	Zea mays ssp. mays	{"GRMZM2G574383"}
GRMZM2G583593	 	Gene	Zea mays ssp. mays	{""}
GRMZM2G700862	 	Gene	Zea mays ssp. mays	{"GRMZM2G700862"}
GRMZM2G701188	 	Gene	Zea mays ssp. mays	{"GRMZM2G701188"}
GRMZM2G701784	 	Gene	Zea mays ssp. mays	{""}
GRMZM2G702176	 	Gene	Zea mays ssp. mays	{"ZmPRX63"}
GRMZM2G702335	 	Gene	Zea mays ssp. mays	{"GRMZM2G702335"}
GRMZM2G702950	 	Gene	Zea mays ssp. mays	{"ZmMED26_21"}
GRMZM2G703173	 	Gene	Zea mays ssp. mays	{"GRMZM2G703173"}
GRMZM2G703858	 	Gene	Zea mays ssp. mays	{"GRMZM2G703858","RIN4","RPM1-interacting protein 4"}
GRMZM2G704021	 	Gene	Zea mays ssp. mays	{"GRMZM2G704021","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family","ZmLEA2"}
GRMZM2G808737	 	Gene	Zea mays ssp. mays	{"Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase;","putative Ser/Thr protein phosphatase family protein","ZmNRT3.2"}
GRMZM5G802858	 	Gene	Zea mays ssp. mays	{"ABO6-2858","DExH-box ATP-dependent RNA helicase DExH3-like"}
GRMZM5G806469	 	Gene	Zea mays ssp. mays	{"GRMZM5G806469","TAS3e","ZmTAS3e"}
GRMZM5G811095	 	Gene	Zea mays ssp. mays	{"OCT7","organic cation/carnitine transporter 7","synaptic vesicle 2-related protein","ZmMFS_1-11"}
GRMZM5G812126	 	Gene	Zea mays ssp. mays	{"DUF679 domain membrane protein 7","GRMZM5G812126","Protein DMP4-like","ZmDMP4a"}
GRMZM5G812289	 	Gene	Zea mays ssp. mays	{"BAH domain","probable GPI-anchored adhesin-like protein PGA55","ZmMED26_22"}
GRMZM5G813627	 	Gene	Zea mays ssp. mays	{"GRMZM5G813627","pco074093","splicing factor U2AF 65 kDa subunit","splicing factor U2af large subunit A","U2AF65A"}
GRMZM5G815098	 	Gene	Zea mays ssp. mays	{"bowman-Birk type trypsin inhibitor","Bowman-Birk type trypsin inhibitor","GRMZM5G815098","ZmSerPIN (BM382058)"}
GRMZM5G816289	 	Gene	Zea mays ssp. mays	{"GRMZM2G816289","GRMZM5G816289","protein G1-like1","Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 5"}
GRMZM5G816561	 	Gene	Zea mays ssp. mays	{"cytochrome P450, family 704, subfamily A, polypeptide 2"}
GRMZM5G817777	 	Gene	Zea mays ssp. mays	{"Gibberellin receptor GID1L2","GRMZM5G817777","probable carboxylesterase 15"}
GRMZM5G825110	 	Gene	Zea mays ssp. mays	{"CDS","phosphatidate cytidylyltransferase"}
GRMZM5G826658	 	Gene	Zea mays ssp. mays	{"GRMZM5G826658","Uncharacterized nodulin-like protein"}
GRMZM5G833760	 	Gene	Zea mays ssp. mays	{"phytosulfokine receptor","probable receptor-like protein kinase At1g80640-like","putative protein kinase superfamily protein"}
GRMZM5G834377	 	Gene	Zea mays ssp. mays	{"GRMZM5G834377"}
GRMZM5G836471	 	Gene	Zea mays ssp. mays	{"ABC transporter G family member 5","GRMZM5G836471","RAB18 ortholog","Ras-related protein RABC1","ZmABCG51"}
GRMZM5G839422	 	Gene	Zea mays ssp. mays	{"ALB3 ortholog","inner membrane protein ALBINO3 chloroplastic","rfl*-04-230 candidate; alb3a"}
GRMZM5G841893	 	Gene	Zea mays ssp. mays	{"FAD/NAD(P)-binding oxidoreductase family protein","GRMZM5G841893","Monooxygenase 2"}
GRMZM5G844143	 	Gene	Zea mays ssp. mays	{"GRMZM5G844143","photosystem II reaction center protein A","PSII P680D1","ZmPsbA"}
GRMZM5G845175	 	Gene	Zea mays ssp. mays	{"AtSNF4 ortholog","SNF4","sucrose nonfermenting 4-like protein"}
GRMZM5G854625	 	Gene	Zea mays ssp. mays	{"GRMZM5G854625","serine/threonine-protein kinase SAPK3","SNF1-related protein kinase 2.10 SNRK2-10)"}
GRMZM5G854731	 	Gene	Zea mays ssp. mays	{"Zeama;ICK;6.2"}
GRMZM5G862101	 	Gene	Zea mays ssp. mays	{"GRMZM5G862101","HVA22-like protein a","TB2/DP1 and HVA22 related protein"}
GRMZM5G867613	 	Gene	Zea mays ssp. mays	{"GRMZM5G867613"}
GRMZM5G869246	 	Gene	Zea mays ssp. mays	{"cell division protein","GRMZM5G869246","kinesin-like protein KIN-7D mitochondrial","kinesin-like protein KIN-7K, chloroplastic","Kinesin motor family protein"}
GRMZM5G876638	 	Gene	Zea mays ssp. mays	{"GRMZM5G876638","momilactone A synthase","sex determination protein tasselseed-2","xanthoxin dehydrogenase"}
GRMZM5G879127	 	Gene	Zea mays ssp. mays	{""}
GRMZM5G881387	 	Gene	Zea mays ssp. mays	{"GRMZM5G881387","Vacuolar-sorting receptor 1"}
GRMZM5G883149	 	Gene	Zea mays ssp. mays	{"clathrin adaptor protein","Coatomer subunit zeta-1","GRMZM5G883149"}
GRMZM5G883222	 	Gene	Zea mays ssp. mays	{"phosphatidylinositol-4-phosphate 5-kinase family protein"}
GRMZM5G888797	 	Gene	Zea mays ssp. mays	{"extensin"}
GRMZM5G892094	 	Gene	Zea mays ssp. mays	{"GRMZM5G892094","MYB transcription factor"}
GRMZM5G892627	 	Gene	Zea mays ssp. mays	{"BX8-like","DIMBOA UDP-glucosyltransferase BX8-like","GRMZM5G892627","UDP-glucoside transferase","UDP-glycosyltransferase 76C1"}
GRMZM5G896260	 	Gene	Zea mays ssp. mays	{"indole-3-acetate beta-glucosyltransferase pseudogene"}
GRMZM5G899476	 	Gene	Zea mays ssp. mays	{"GRMZM5G899476"}
grp2	glycine-rich protein2	Gene	Zea mays ssp. mays	{"ZmORRM3","ZmORRM3-2"}
grp4	glycine rich protein4	Gene	Zea mays ssp. mays	{"Zmal1"}
grp5	glycine-rich protein5	Gene	Zea mays ssp. mays	{"zmgrp5"}
grp6	glycine-rich protein6	Gene	Zea mays ssp. mays	{"al1; Zmal1"}
grp7	glycine-rich protein7	Gene	Zea mays ssp. mays	{"ZmRB-GRP8)"}
grrf9	growth-regulating factor9	Gene	Zea mays ssp. mays	{"GRF5 ortholog (ZmGRF5-LIKE2)","ZmGRF16","ZmGRF9","ZmOrphan340"}
grx10	glutaredoxin10	Gene	Zea mays ssp. mays	{"ZmGRXCC10"}
grx11	glutaredoxin11	Gene	Zea mays ssp. mays	{"ZmGRXCC11"}
grx12	glutaredoxin12	Gene	Zea mays ssp. mays	{"ZmGRXCC5"}
grx13	glutaredoxin13	Gene	Zea mays ssp. mays	{"ZmGRXCC13"}
grx14	glutaredoxin14	Gene	Zea mays ssp. mays	{"ZmGRXCC14","ZmGRXS9"}
grx15	glutaredoxin15	Gene	Zea mays ssp. mays	{"ZmGRXCC1"}
grx16	glutaredoxin16	Gene	Zea mays ssp. mays	{"ZmGRXCC16"}
grx17	glutaredoxin17	Gene	Zea mays ssp. mays	{"ZmGRXCC17"}
grx18	glutaredoxin18	Gene	Zea mays ssp. mays	{"ZmGRXCC18"}
grx19	glutaredoxin19	Gene	Zea mays ssp. mays	{"ZmGRXCC19"}
grx2	glutaredoxin2	Gene	Zea mays ssp. mays	{"ZmGRX2","ZmGRXCC3"}
grx20	glutaredoxin20	Gene	Zea mays ssp. mays	{"ZmGRXCC20"}
grx21	glutaredoxin21	Gene	Zea mays ssp. mays	{"ZmGRXCC21"}
grx22	glutaredoxin22	Gene	Zea mays ssp. mays	{"ZmGRXCC2"}
grx23	glutaredoxin23	Gene	Zea mays ssp. mays	{"ZmGRXS17"}
grx4	glutaredoxin4	Gene	Zea mays ssp. mays	{"ZmGRXCC4"}
grx5	glutaredoxin5	Gene	Zea mays ssp. mays	{"ZmGRX5","ZmGRXCC12"}
grx6	glutaredoxin6	Gene	Zea mays ssp. mays	{"ZmGRXCC6"}
grx7	glutaredoxin7	Gene	Zea mays ssp. mays	{"ZmGRXCC7"}
grx8	glutaredoxin8	Gene	Zea mays ssp. mays	{"ZmGRXCC8"}
grx9	glutaredoxin9	Gene	Zea mays ssp. mays	{"ZmGRXCC9"}
gshs1	glutathione synthetase1	Gene	Zea mays ssp. mays	{"ZmGSH1"}
gshs2	glutathione synthetase2	Gene	Zea mays ssp. mays	{"ZmGSH2"}
gsht1	glutathione transporter1	Gene	Zea mays ssp. mays	{"ZmGT1","ZmOPT8"}
gsk1	glycogen synthase kinase1	Gene	Zea mays ssp. mays	{"ZmBIN2","ZmGSK1; ZmSK2","ZmSK2"}
gsk10	glycogen synthase kinase10	Gene	Zea mays ssp. mays	{"ZmGSK10"}
gsk11	glycogen synthase kinase11	Gene	Zea mays ssp. mays	{"ZmGSK11"}
gsk12	glycogen synthase kinase12	Gene	Zea mays ssp. mays	{"ZmGSK12"}
gsk2	glycogen synthase kinase2	Gene	Zea mays ssp. mays	{"SHAGGY-like kinase 1 (ZmSK1)","ZmBIN2","ZmGSK2; ZmSK1","ZmSK1"}
gsk3	glycogen synthase kinase3	Gene	Zea mays ssp. mays	{"ZmGSK3; ZmSK3"}
gsk4	glycogen synthase kinase4	Gene	Zea mays ssp. mays	{"ZmGSK4; ZmSK4"}
gsk5	glycogen synthase kinase5	Gene	Zea mays ssp. mays	{"ZmGSK5"}
gsk6	glycogen synthase kinase6	Gene	Zea mays ssp. mays	{"ZmGSK6"}
gsk7	glycogen synthase kinase7	Gene	Zea mays ssp. mays	{"ZmGSK7"}
gsk8	glycogen synthase kinase8	Gene	Zea mays ssp. mays	{"ZmGSK8","ZmSK32"}
gsk9	glycogen synthase kinase9	Gene	Zea mays ssp. mays	{"ZmGSK9"}
gsl1	giberellic acid-stimulated like1	Gene	Zea mays ssp. mays	{"ZmGSL-1"}
gsr1	glutathione reductase1	Gene	Zea mays ssp. mays	{"ZmGR1"}
gsr2	glutathione reductase2	Gene	Zea mays ssp. mays	{"ZmGR1"}
gss1	starch synthase homolog1	Gene	Zea mays ssp. mays	{"ZmSSIIb-2"}
gst1	glutathione-S-transferase1	Gene	Zea mays ssp. mays	{"ZmGST","ZmGSTF1","ZmHSP27"}
gst10	glutathione transferase10	Gene	Zea mays ssp. mays	{"ZmGSTF6","ZmHSP4"}
gst11	glutathione transferase11	Gene	Zea mays ssp. mays	{"ZmGSTF7","ZmHSP1"}
gst12	glutathione S-transferase12	Gene	Zea mays ssp. mays	{"ZmGST2","ZmGSTF8","ZmHSP2"}
gst13	glutathione transferase13	Gene	Zea mays ssp. mays	{"ZmGSTF9","ZmHSP30"}
gst14	glutathione transferase14	Gene	Zea mays ssp. mays	{"ZmGST8","ZmGST9","ZmGSTF10","ZmHSP7","ZmHSP8","ZmHSP9"}
gst15	glutathione transferase15	Gene	Zea mays ssp. mays	{"ZmGSTF11","ZmHSP25"}
gst16	glutathione transferase16	Gene	Zea mays ssp. mays	{"ZmGSTF12","ZmHSP24"}
gst17	glutathione transferase17	Gene	Zea mays ssp. mays	{"ZmGSTZ1","ZmHSP21"}
gst18	glutathione transferase18	Gene	Zea mays ssp. mays	{"ZmGSTZ2","ZmHSP14"}
gst19	glutathione transferase19	Gene	Zea mays ssp. mays	{"ZmGSTU4"}
gst2	glutathione S-transferase2	Gene	Zea mays ssp. mays	{"ZmGSTF2","ZmGSTF3","ZmHSP33"}
gst20	glutathione transferase20	Gene	Zea mays ssp. mays	{"ZmGSTU5","ZmHSP17"}
gst21	glutathione transferase21	Gene	Zea mays ssp. mays	{"ZmGSTU6"}
gst22	glutathione transferase22	Gene	Zea mays ssp. mays	{"ZmGSTU7"}
gst24	glutathione transferase24	Gene	Zea mays ssp. mays	{"ZmGST24","ZmGSTU9"}
gst25	glutathione transferase25	Gene	Zea mays ssp. mays	{"ZmGSTU10"}
gst26	glutathione transferase26	Gene	Zea mays ssp. mays	{"ZmGSTU11"}
gst27	glutathione transferase27	Gene	Zea mays ssp. mays	{"ZmGSTU12","ZmHSP26"}
gst28	glutathione transferase28	Gene	Zea mays ssp. mays	{"ZmGSTU13"}
gst29	glutathione transferase29	Gene	Zea mays ssp. mays	{"ZmGST23","ZmGSTU14"}
gst3	glutathione transferase3	Gene	Zea mays ssp. mays	{"ZmGSTF3","ZmGSTF8","ZmHSP15"}
gst30	glutathione transferase30	Gene	Zea mays ssp. mays	{"ZmGSTU15"}
gst31	glutathione transferase31	Gene	Zea mays ssp. mays	{"ZmGSTU16"}
gst32	glutathione transferase32	Gene	Zea mays ssp. mays	{"ZmGSTU17","ZmHSP6"}
gst34	glutathione transferase34	Gene	Zea mays ssp. mays	{"ZmGSTU18","ZmHSP5"}
gst35	glutathione transferase35	Gene	Zea mays ssp. mays	{"ZmGSTU19"}
gst37	glutathione transferase37	Gene	Zea mays ssp. mays	{"ZmGSTU20"}
gst38	glutathione transferase38	Gene	Zea mays ssp. mays	{"ZmGSTU21"}
gst39	glutathione transferase39	Gene	Zea mays ssp. mays	{"ZmGSTU22"}
gst40	glutathione transferase40	Gene	Zea mays ssp. mays	{"ZmGST8","ZmGSTU23"}
gst41	glutathione transferase41	Gene	Zea mays ssp. mays	{"ZmGSTU24"}
gst42	glutathione transferase42	Gene	Zea mays ssp. mays	{"ZmGST42","ZmGSTU25"}
gst46	glutathione transferase46	Gene	Zea mays ssp. mays	{"ZmGSTU30"}
gst47	glutathione transferase47	Gene	Zea mays ssp. mays	{"ZmGSTU31"}
gst48	glutathione transferase48	Gene	Zea mays ssp. mays	{"ZmGSTU28"}
gst5	glutathione transferase5	Gene	Zea mays ssp. mays	{"ZmGSTU1","ZmHSP11"}
